text,location,device,command,input_text,location_encoded,device_encoded
,客厅,窗帘,0,可以客厅的窗帘关闭行吗,4.0,4.0
,客厅,窗帘,0,客厅的窗帘关闭,4.0,4.0
,客厅,窗帘,0,客厅的窗帘关闭，好吗,4.0,4.0
,客厅,窗帘,0,客厅的窗帘关闭一下,4.0,4.0
,客厅,窗帘,0,麻烦客厅的窗帘关闭吗,4.0,4.0
,客厅,窗帘,0,请，客厅的窗帘关闭,4.0,4.0
,客厅,窗帘,0,麻烦客厅的窗帘关闭一下,4.0,4.0
,客厅,窗帘,0,可以客厅的窗帘关闭一下,4.0,4.0
,客厅,窗帘,0,帮我客厅的窗帘关闭吗,4.0,4.0
,客厅,窗帘,0,能否，客厅的窗帘关闭,4.0,4.0
,客厅,窗帘,0,客厅的窗帘关闭，一下,4.0,4.0
,客厅,窗帘,0,帮我客厅的窗帘关闭好吗,4.0,4.0
,客厅,窗帘,0,帮我客厅的窗帘关闭,4.0,4.0
,客厅,窗帘,0,请客厅的窗帘关闭行吗,4.0,4.0
,客厅,窗帘,0,能否客厅的窗帘关闭好吗,4.0,4.0
,客厅,窗帘,0,能否客厅的窗帘关闭一下,4.0,4.0
,客厅,窗帘,0,能否客厅的窗帘关闭吗,4.0,4.0
,客厅,窗帘,0,麻烦客厅的窗帘关闭行吗,4.0,4.0
,客厅,窗帘,0,客厅的窗帘关闭，吗,4.0,4.0
,客厅,窗帘,0,帮我客厅的窗帘关闭一下,4.0,4.0
,客厅,窗帘,0,可以客厅的窗帘关闭,4.0,4.0
,客厅,窗帘,0,请客厅的窗帘关闭,4.0,4.0
,客厅,窗帘,0,可以，客厅的窗帘关闭,4.0,4.0
,客厅,窗帘,0,可以客厅的窗帘关闭吗,4.0,4.0
,客厅,窗帘,0,客厅的窗帘关闭好吗,4.0,4.0
,客厅,窗帘,0,麻烦，客厅的窗帘关闭,4.0,4.0
,客厅,窗帘,0,客厅的窗帘关闭行吗,4.0,4.0
,客厅,窗帘,0,请客厅的窗帘关闭好吗,4.0,4.0
,客厅,窗帘,0,麻烦客厅的窗帘关闭,4.0,4.0
,客厅,窗帘,0,帮我，客厅的窗帘关闭,4.0,4.0
,客厅,窗帘,0,能否客厅的窗帘关闭,4.0,4.0
,客厅,窗帘,0,客厅的窗帘关闭吗,4.0,4.0
,客厅,窗帘,0,麻烦客厅的窗帘关闭好吗,4.0,4.0
,客厅,窗帘,0,可以客厅的窗帘关闭好吗,4.0,4.0
,客厅,窗帘,0,请客厅的窗帘关闭吗,4.0,4.0
,客厅,窗帘,0,能否客厅的窗帘关闭行吗,4.0,4.0
,客厅,窗帘,0,关闭客厅的窗帘吗,4.0,4.0
,客厅,窗帘,0,关闭客厅的窗帘好吗,4.0,4.0
,客厅,窗帘,0,麻烦关闭客厅的窗帘行吗,4.0,4.0
,客厅,窗帘,0,可以，关闭客厅的窗帘,4.0,4.0
,客厅,窗帘,0,请关闭客厅的窗帘一下,4.0,4.0
,客厅,窗帘,0,关闭客厅的窗帘一下,4.0,4.0
,客厅,窗帘,0,关闭客厅的窗帘,4.0,4.0
,客厅,窗帘,0,关闭客厅的窗帘，行吗,4.0,4.0
,客厅,窗帘,0,关闭客厅的窗帘，好吗,4.0,4.0
,客厅,窗帘,0,请，关闭客厅的窗帘,4.0,4.0
,客厅,窗帘,0,可以关闭客厅的窗帘一下,4.0,4.0
,客厅,窗帘,0,关闭客厅的窗帘，一下,4.0,4.0
,客厅,窗帘,0,请关闭客厅的窗帘行吗,4.0,4.0
,客厅,窗帘,0,可以关闭客厅的窗帘行吗,4.0,4.0
,客厅,窗帘,0,帮我关闭客厅的窗帘一下,4.0,4.0
,客厅,窗帘,0,能否关闭客厅的窗帘行吗,4.0,4.0
,客厅,窗帘,0,麻烦关闭客厅的窗帘好吗,4.0,4.0
,客厅,窗帘,0,可以关闭客厅的窗帘吗,4.0,4.0
,客厅,窗帘,0,帮我关闭客厅的窗帘吗,4.0,4.0
,客厅,窗帘,0,关闭客厅的窗帘，吗,4.0,4.0
,客厅,窗帘,0,能否，关闭客厅的窗帘,4.0,4.0
,客厅,窗帘,0,请关闭客厅的窗帘吗,4.0,4.0
,客厅,窗帘,0,能否关闭客厅的窗帘一下,4.0,4.0
,客厅,窗帘,0,关闭客厅的窗帘行吗,4.0,4.0
,客厅,窗帘,0,帮我，关闭客厅的窗帘,4.0,4.0
,客厅,窗帘,0,能否关闭客厅的窗帘,4.0,4.0
,客厅,窗帘,0,麻烦，关闭客厅的窗帘,4.0,4.0
,客厅,窗帘,0,帮我关闭客厅的窗帘,4.0,4.0
,客厅,窗帘,0,能否关闭客厅的窗帘吗,4.0,4.0
,客厅,窗帘,0,帮我关闭客厅的窗帘好吗,4.0,4.0
,客厅,窗帘,0,可以关闭客厅的窗帘,4.0,4.0
,客厅,窗帘,0,可以关闭客厅的窗帘好吗,4.0,4.0
,客厅,窗帘,0,麻烦关闭客厅的窗帘吗,4.0,4.0
,客厅,窗帘,0,请关闭客厅的窗帘好吗,4.0,4.0
,客厅,窗帘,0,能否关闭客厅的窗帘好吗,4.0,4.0
,客厅,窗帘,0,麻烦关闭客厅的窗帘一下,4.0,4.0
,客厅,窗帘,0,请关闭客厅的窗帘,4.0,4.0
,客厅,窗帘,0,麻烦关闭客厅的窗帘,4.0,4.0
,客厅,窗帘,0,帮我关闭客厅的窗帘行吗,4.0,4.0
,客厅,风扇,1,客厅的风扇打开好吗,4.0,6.0
,客厅,风扇,1,客厅的风扇打开吗,4.0,6.0
,客厅,风扇,1,帮我客厅的风扇打开一下,4.0,6.0
,客厅,风扇,1,麻烦客厅的风扇打开好吗,4.0,6.0
,客厅,风扇,1,麻烦客厅的风扇打开一下,4.0,6.0
,客厅,风扇,1,客厅的风扇打开一下,4.0,6.0
,客厅,风扇,1,帮我客厅的风扇打开吗,4.0,6.0
,客厅,风扇,1,能否客厅的风扇打开一下,4.0,6.0
,客厅,风扇,1,可以客厅的风扇打开一下,4.0,6.0
,客厅,风扇,1,帮我客厅的风扇打开行吗,4.0,6.0
,客厅,风扇,1,能否，客厅的风扇打开,4.0,6.0
,客厅,风扇,1,客厅的风扇打开，好吗,4.0,6.0
,客厅,风扇,1,可以，客厅的风扇打开,4.0,6.0
,客厅,风扇,1,可以客厅的风扇打开好吗,4.0,6.0
,客厅,风扇,1,能否客厅的风扇打开,4.0,6.0
,客厅,风扇,1,请客厅的风扇打开吗,4.0,6.0
,客厅,风扇,1,能否客厅的风扇打开好吗,4.0,6.0
,客厅,风扇,1,能否客厅的风扇打开行吗,4.0,6.0
,客厅,风扇,1,帮我，客厅的风扇打开,4.0,6.0
,客厅,风扇,1,客厅的风扇打开行吗,4.0,6.0
,客厅,风扇,1,请客厅的风扇打开行吗,4.0,6.0
,客厅,风扇,1,麻烦，客厅的风扇打开,4.0,6.0
,客厅,风扇,1,能否客厅的风扇打开吗,4.0,6.0
,客厅,风扇,1,帮我客厅的风扇打开,4.0,6.0
,客厅,风扇,1,可以客厅的风扇打开行吗,4.0,6.0
,客厅,风扇,1,请客厅的风扇打开,4.0,6.0
,客厅,风扇,1,客厅的风扇打开，行吗,4.0,6.0
,客厅,风扇,1,客厅的风扇打开,4.0,6.0
,客厅,风扇,1,请，客厅的风扇打开,4.0,6.0
,客厅,风扇,1,帮我客厅的风扇打开好吗,4.0,6.0
,客厅,风扇,1,请客厅的风扇打开好吗,4.0,6.0
,客厅,风扇,1,客厅的风扇打开，吗,4.0,6.0
,客厅,风扇,1,可以客厅的风扇打开吗,4.0,6.0
,客厅,风扇,1,麻烦客厅的风扇打开吗,4.0,6.0
,客厅,风扇,1,可以客厅的风扇打开,4.0,6.0
,客厅,风扇,1,客厅的风扇打开，一下,4.0,6.0
,客厅,风扇,1,请客厅的风扇打开一下,4.0,6.0
,客厅,风扇,1,麻烦客厅的风扇打开,4.0,6.0
,客厅,风扇,1,麻烦客厅的风扇打开行吗,4.0,6.0
,客厅,风扇,1,麻烦打开客厅的风扇吗,4.0,6.0
,客厅,风扇,1,可以，打开客厅的风扇,4.0,6.0
,客厅,风扇,1,帮我打开客厅的风扇行吗,4.0,6.0
,客厅,风扇,1,麻烦，打开客厅的风扇,4.0,6.0
,客厅,风扇,1,可以打开客厅的风扇,4.0,6.0
,客厅,风扇,1,帮我打开客厅的风扇一下,4.0,6.0
,客厅,风扇,1,打开客厅的风扇一下,4.0,6.0
,客厅,风扇,1,帮我打开客厅的风扇吗,4.0,6.0
,客厅,风扇,1,麻烦打开客厅的风扇,4.0,6.0
,客厅,风扇,1,可以打开客厅的风扇一下,4.0,6.0
,客厅,风扇,1,麻烦打开客厅的风扇好吗,4.0,6.0
,客厅,风扇,1,请打开客厅的风扇,4.0,6.0
,客厅,风扇,1,可以打开客厅的风扇吗,4.0,6.0
,客厅,风扇,1,请打开客厅的风扇好吗,4.0,6.0
,客厅,风扇,1,能否，打开客厅的风扇,4.0,6.0
,客厅,风扇,1,打开客厅的风扇，好吗,4.0,6.0
,客厅,风扇,1,可以打开客厅的风扇行吗,4.0,6.0
,客厅,风扇,1,请打开客厅的风扇行吗,4.0,6.0
,客厅,风扇,1,麻烦打开客厅的风扇一下,4.0,6.0
,客厅,风扇,1,帮我，打开客厅的风扇,4.0,6.0
,客厅,风扇,1,可以打开客厅的风扇好吗,4.0,6.0
,客厅,风扇,1,打开客厅的风扇行吗,4.0,6.0
,客厅,风扇,1,打开客厅的风扇，行吗,4.0,6.0
,客厅,风扇,1,帮我打开客厅的风扇,4.0,6.0
,客厅,风扇,1,能否打开客厅的风扇行吗,4.0,6.0
,客厅,风扇,1,能否打开客厅的风扇,4.0,6.0
,客厅,风扇,1,打开客厅的风扇吗,4.0,6.0
,客厅,风扇,1,麻烦打开客厅的风扇行吗,4.0,6.0
,客厅,风扇,1,请打开客厅的风扇一下,4.0,6.0
,客厅,风扇,1,能否打开客厅的风扇一下,4.0,6.0
,客厅,风扇,1,请，打开客厅的风扇,4.0,6.0
,客厅,风扇,1,打开客厅的风扇，吗,4.0,6.0
,客厅,风扇,1,能否打开客厅的风扇吗,4.0,6.0
,客厅,风扇,1,请打开客厅的风扇吗,4.0,6.0
,客厅,风扇,1,能否打开客厅的风扇好吗,4.0,6.0
,客厅,风扇,1,帮我打开客厅的风扇好吗,4.0,6.0
,客厅,风扇,1,打开客厅的风扇,4.0,6.0
,客厅,风扇,1,打开客厅的风扇，一下,4.0,6.0
,客厅,风扇,1,打开客厅的风扇好吗,4.0,6.0
,客厅,风扇,0,客厅的风扇关闭，吗,4.0,6.0
,客厅,风扇,0,帮我，客厅的风扇关闭,4.0,6.0
,客厅,风扇,0,帮我客厅的风扇关闭行吗,4.0,6.0
,客厅,风扇,0,可以客厅的风扇关闭行吗,4.0,6.0
,客厅,风扇,0,麻烦客厅的风扇关闭一下,4.0,6.0
,客厅,风扇,0,客厅的风扇关闭，一下,4.0,6.0
,客厅,风扇,0,请客厅的风扇关闭,4.0,6.0
,客厅,风扇,0,客厅的风扇关闭一下,4.0,6.0
,客厅,风扇,0,帮我客厅的风扇关闭,4.0,6.0
,客厅,风扇,0,能否客厅的风扇关闭,4.0,6.0
,客厅,风扇,0,能否客厅的风扇关闭一下,4.0,6.0
,客厅,风扇,0,请，客厅的风扇关闭,4.0,6.0
,客厅,风扇,0,可以客厅的风扇关闭吗,4.0,6.0
,客厅,风扇,0,麻烦客厅的风扇关闭吗,4.0,6.0
,客厅,风扇,0,能否，客厅的风扇关闭,4.0,6.0
,客厅,风扇,0,客厅的风扇关闭，行吗,4.0,6.0
,客厅,风扇,0,帮我客厅的风扇关闭好吗,4.0,6.0
,客厅,风扇,0,帮我客厅的风扇关闭吗,4.0,6.0
,客厅,风扇,0,客厅的风扇关闭好吗,4.0,6.0
,客厅,风扇,0,请客厅的风扇关闭一下,4.0,6.0
,客厅,风扇,0,请客厅的风扇关闭吗,4.0,6.0
,客厅,风扇,0,可以客厅的风扇关闭好吗,4.0,6.0
,客厅,风扇,0,客厅的风扇关闭行吗,4.0,6.0
,客厅,风扇,0,请客厅的风扇关闭行吗,4.0,6.0
,客厅,风扇,0,麻烦客厅的风扇关闭行吗,4.0,6.0
,客厅,风扇,0,客厅的风扇关闭吗,4.0,6.0
,客厅,风扇,0,客厅的风扇关闭,4.0,6.0
,客厅,风扇,0,请客厅的风扇关闭好吗,4.0,6.0
,客厅,风扇,0,麻烦，客厅的风扇关闭,4.0,6.0
,客厅,风扇,0,可以客厅的风扇关闭一下,4.0,6.0
,客厅,风扇,0,可以，客厅的风扇关闭,4.0,6.0
,客厅,风扇,0,可以客厅的风扇关闭,4.0,6.0
,客厅,风扇,0,能否客厅的风扇关闭吗,4.0,6.0
,客厅,风扇,0,能否客厅的风扇关闭行吗,4.0,6.0
,客厅,风扇,0,帮我客厅的风扇关闭一下,4.0,6.0
,客厅,风扇,0,能否客厅的风扇关闭好吗,4.0,6.0
,客厅,风扇,0,客厅的风扇关闭，好吗,4.0,6.0
,客厅,风扇,0,麻烦客厅的风扇关闭好吗,4.0,6.0
,客厅,风扇,0,麻烦客厅的风扇关闭,4.0,6.0
,客厅,风扇,0,帮我关闭客厅的风扇一下,4.0,6.0
,客厅,风扇,0,能否关闭客厅的风扇好吗,4.0,6.0
,客厅,风扇,0,可以关闭客厅的风扇吗,4.0,6.0
,客厅,风扇,0,麻烦，关闭客厅的风扇,4.0,6.0
,客厅,风扇,0,关闭客厅的风扇，行吗,4.0,6.0
,客厅,风扇,0,能否关闭客厅的风扇,4.0,6.0
,客厅,风扇,0,请关闭客厅的风扇,4.0,6.0
,客厅,风扇,0,帮我关闭客厅的风扇,4.0,6.0
,客厅,风扇,0,关闭客厅的风扇一下,4.0,6.0
,客厅,风扇,0,请关闭客厅的风扇行吗,4.0,6.0
,客厅,风扇,0,可以关闭客厅的风扇行吗,4.0,6.0
,客厅,风扇,0,关闭客厅的风扇，好吗,4.0,6.0
,客厅,风扇,0,帮我关闭客厅的风扇好吗,4.0,6.0
,客厅,风扇,0,麻烦关闭客厅的风扇一下,4.0,6.0
,客厅,风扇,0,麻烦关闭客厅的风扇好吗,4.0,6.0
,客厅,风扇,0,可以关闭客厅的风扇一下,4.0,6.0
,客厅,风扇,0,关闭客厅的风扇,4.0,6.0
,客厅,风扇,0,能否关闭客厅的风扇吗,4.0,6.0
,客厅,风扇,0,关闭客厅的风扇好吗,4.0,6.0
,客厅,风扇,0,能否，关闭客厅的风扇,4.0,6.0
,客厅,风扇,0,可以，关闭客厅的风扇,4.0,6.0
,客厅,风扇,0,帮我，关闭客厅的风扇,4.0,6.0
,客厅,风扇,0,请关闭客厅的风扇好吗,4.0,6.0
,客厅,风扇,0,关闭客厅的风扇，吗,4.0,6.0
,客厅,风扇,0,能否关闭客厅的风扇行吗,4.0,6.0
,客厅,风扇,0,可以关闭客厅的风扇,4.0,6.0
,客厅,风扇,0,帮我关闭客厅的风扇行吗,4.0,6.0
,客厅,风扇,0,麻烦关闭客厅的风扇吗,4.0,6.0
,客厅,风扇,0,帮我关闭客厅的风扇吗,4.0,6.0
,客厅,风扇,0,关闭客厅的风扇吗,4.0,6.0
,客厅,风扇,0,麻烦关闭客厅的风扇,4.0,6.0
,客厅,风扇,0,关闭客厅的风扇，一下,4.0,6.0
,客厅,风扇,0,请关闭客厅的风扇一下,4.0,6.0
,客厅,风扇,0,麻烦关闭客厅的风扇行吗,4.0,6.0
,客厅,风扇,0,能否关闭客厅的风扇一下,4.0,6.0
,客厅,风扇,0,请关闭客厅的风扇吗,4.0,6.0
,客厅,风扇,0,请，关闭客厅的风扇,4.0,6.0
,客厅,风扇,0,可以关闭客厅的风扇好吗,4.0,6.0
,客厅,风扇,0,关闭客厅的风扇行吗,4.0,6.0
,客厅,音响,1,客厅的音响打开，好吗,4.0,5.0
,客厅,音响,1,客厅的音响打开吗,4.0,5.0
,客厅,音响,1,帮我客厅的音响打开一下,4.0,5.0
,客厅,音响,1,帮我客厅的音响打开行吗,4.0,5.0
,客厅,音响,1,客厅的音响打开行吗,4.0,5.0
,客厅,音响,1,客厅的音响打开一下,4.0,5.0
,客厅,音响,1,能否客厅的音响打开一下,4.0,5.0
,客厅,音响,1,帮我客厅的音响打开,4.0,5.0
,客厅,音响,1,请客厅的音响打开行吗,4.0,5.0
,客厅,音响,1,请客厅的音响打开,4.0,5.0
,客厅,音响,1,能否，客厅的音响打开,4.0,5.0
,客厅,音响,1,客厅的音响打开好吗,4.0,5.0
,客厅,音响,1,麻烦客厅的音响打开,4.0,5.0
,客厅,音响,1,可以客厅的音响打开行吗,4.0,5.0
,客厅,音响,1,麻烦客厅的音响打开吗,4.0,5.0
,客厅,音响,1,可以，客厅的音响打开,4.0,5.0
,客厅,音响,1,帮我客厅的音响打开吗,4.0,5.0
,客厅,音响,1,请，客厅的音响打开,4.0,5.0
,客厅,音响,1,可以客厅的音响打开好吗,4.0,5.0
,客厅,音响,1,可以客厅的音响打开一下,4.0,5.0
,客厅,音响,1,麻烦，客厅的音响打开,4.0,5.0
,客厅,音响,1,帮我，客厅的音响打开,4.0,5.0
,客厅,音响,1,帮我客厅的音响打开好吗,4.0,5.0
,客厅,音响,1,能否客厅的音响打开吗,4.0,5.0
,客厅,音响,1,请客厅的音响打开好吗,4.0,5.0
,客厅,音响,1,请客厅的音响打开吗,4.0,5.0
,客厅,音响,1,客厅的音响打开，一下,4.0,5.0
,客厅,音响,1,麻烦客厅的音响打开一下,4.0,5.0
,客厅,音响,1,麻烦客厅的音响打开好吗,4.0,5.0
,客厅,音响,1,能否客厅的音响打开好吗,4.0,5.0
,客厅,音响,1,能否客厅的音响打开,4.0,5.0
,客厅,音响,1,客厅的音响打开,4.0,5.0
,客厅,音响,1,客厅的音响打开，行吗,4.0,5.0
,客厅,音响,1,麻烦客厅的音响打开行吗,4.0,5.0
,客厅,音响,1,可以客厅的音响打开,4.0,5.0
,客厅,音响,1,客厅的音响打开，吗,4.0,5.0
,客厅,音响,1,请客厅的音响打开一下,4.0,5.0
,客厅,音响,1,可以客厅的音响打开吗,4.0,5.0
,客厅,音响,1,能否客厅的音响打开行吗,4.0,5.0
,客厅,音响,1,帮我打开客厅的音响,4.0,5.0
,客厅,音响,1,打开客厅的音响，好吗,4.0,5.0
,客厅,音响,1,帮我打开客厅的音响好吗,4.0,5.0
,客厅,音响,1,打开客厅的音响好吗,4.0,5.0
,客厅,音响,1,麻烦打开客厅的音响,4.0,5.0
,客厅,音响,1,能否打开客厅的音响行吗,4.0,5.0
,客厅,音响,1,能否，打开客厅的音响,4.0,5.0
,客厅,音响,1,麻烦打开客厅的音响一下,4.0,5.0
,客厅,音响,1,打开客厅的音响，吗,4.0,5.0
,客厅,音响,1,帮我打开客厅的音响行吗,4.0,5.0
,客厅,音响,1,请打开客厅的音响一下,4.0,5.0
,客厅,音响,1,能否打开客厅的音响吗,4.0,5.0
,客厅,音响,1,请打开客厅的音响,4.0,5.0
,客厅,音响,1,打开客厅的音响,4.0,5.0
,客厅,音响,1,麻烦，打开客厅的音响,4.0,5.0
,客厅,音响,1,打开客厅的音响一下,4.0,5.0
,客厅,音响,1,可以，打开客厅的音响,4.0,5.0
,客厅,音响,1,可以打开客厅的音响,4.0,5.0
,客厅,音响,1,打开客厅的音响行吗,4.0,5.0
,客厅,音响,1,可以打开客厅的音响一下,4.0,5.0
,客厅,音响,1,打开客厅的音响，一下,4.0,5.0
,客厅,音响,1,请打开客厅的音响行吗,4.0,5.0
,客厅,音响,1,能否打开客厅的音响,4.0,5.0
,客厅,音响,1,打开客厅的音响，行吗,4.0,5.0
,客厅,音响,1,帮我打开客厅的音响吗,4.0,5.0
,客厅,音响,1,帮我，打开客厅的音响,4.0,5.0
,客厅,音响,1,打开客厅的音响吗,4.0,5.0
,客厅,音响,1,可以打开客厅的音响好吗,4.0,5.0
,客厅,音响,1,能否打开客厅的音响好吗,4.0,5.0
,客厅,音响,1,麻烦打开客厅的音响好吗,4.0,5.0
,客厅,音响,1,帮我打开客厅的音响一下,4.0,5.0
,客厅,音响,1,请，打开客厅的音响,4.0,5.0
,客厅,音响,1,可以打开客厅的音响行吗,4.0,5.0
,客厅,音响,1,请打开客厅的音响吗,4.0,5.0
,客厅,音响,1,麻烦打开客厅的音响吗,4.0,5.0
,客厅,音响,1,可以打开客厅的音响吗,4.0,5.0
,客厅,音响,1,请打开客厅的音响好吗,4.0,5.0
,客厅,音响,1,麻烦打开客厅的音响行吗,4.0,5.0
,客厅,音响,1,能否打开客厅的音响一下,4.0,5.0
,客厅,音响,0,请客厅的音响关闭,4.0,5.0
,客厅,音响,0,麻烦，客厅的音响关闭,4.0,5.0
,客厅,音响,0,麻烦客厅的音响关闭,4.0,5.0
,客厅,音响,0,可以客厅的音响关闭吗,4.0,5.0
,客厅,音响,0,帮我客厅的音响关闭一下,4.0,5.0
,客厅,音响,0,客厅的音响关闭一下,4.0,5.0
,客厅,音响,0,请，客厅的音响关闭,4.0,5.0
,客厅,音响,0,帮我客厅的音响关闭,4.0,5.0
,客厅,音响,0,请客厅的音响关闭好吗,4.0,5.0
,客厅,音响,0,可以客厅的音响关闭一下,4.0,5.0
,客厅,音响,0,请客厅的音响关闭行吗,4.0,5.0
,客厅,音响,0,能否客厅的音响关闭,4.0,5.0
,客厅,音响,0,能否，客厅的音响关闭,4.0,5.0
,客厅,音响,0,客厅的音响关闭行吗,4.0,5.0
,客厅,音响,0,请客厅的音响关闭一下,4.0,5.0
,客厅,音响,0,客厅的音响关闭，吗,4.0,5.0
,客厅,音响,0,客厅的音响关闭吗,4.0,5.0
,客厅,音响,0,麻烦客厅的音响关闭吗,4.0,5.0
,客厅,音响,0,可以客厅的音响关闭好吗,4.0,5.0
,客厅,音响,0,能否客厅的音响关闭吗,4.0,5.0
,客厅,音响,0,麻烦客厅的音响关闭行吗,4.0,5.0
,客厅,音响,0,客厅的音响关闭，好吗,4.0,5.0
,客厅,音响,0,帮我客厅的音响关闭吗,4.0,5.0
,客厅,音响,0,客厅的音响关闭好吗,4.0,5.0
,客厅,音响,0,帮我，客厅的音响关闭,4.0,5.0
,客厅,音响,0,可以客厅的音响关闭行吗,4.0,5.0
,客厅,音响,0,客厅的音响关闭，行吗,4.0,5.0
,客厅,音响,0,麻烦客厅的音响关闭好吗,4.0,5.0
,客厅,音响,0,可以客厅的音响关闭,4.0,5.0
,客厅,音响,0,帮我客厅的音响关闭行吗,4.0,5.0
,客厅,音响,0,能否客厅的音响关闭好吗,4.0,5.0
,客厅,音响,0,能否客厅的音响关闭一下,4.0,5.0
,客厅,音响,0,能否客厅的音响关闭行吗,4.0,5.0
,客厅,音响,0,客厅的音响关闭，一下,4.0,5.0
,客厅,音响,0,麻烦客厅的音响关闭一下,4.0,5.0
,客厅,音响,0,帮我客厅的音响关闭好吗,4.0,5.0
,客厅,音响,0,可以，客厅的音响关闭,4.0,5.0
,客厅,音响,0,请客厅的音响关闭吗,4.0,5.0
,客厅,音响,0,客厅的音响关闭,4.0,5.0
,客厅,音响,0,可以关闭客厅的音响行吗,4.0,5.0
,客厅,音响,0,关闭客厅的音响，行吗,4.0,5.0
,客厅,音响,0,可以关闭客厅的音响,4.0,5.0
,客厅,音响,0,关闭客厅的音响好吗,4.0,5.0
,客厅,音响,0,能否关闭客厅的音响一下,4.0,5.0
,客厅,音响,0,关闭客厅的音响一下,4.0,5.0
,客厅,音响,0,关闭客厅的音响，吗,4.0,5.0
,客厅,音响,0,帮我关闭客厅的音响行吗,4.0,5.0
,客厅,音响,0,麻烦关闭客厅的音响一下,4.0,5.0
,客厅,音响,0,麻烦关闭客厅的音响吗,4.0,5.0
,客厅,音响,0,麻烦关闭客厅的音响,4.0,5.0
,客厅,音响,0,请关闭客厅的音响一下,4.0,5.0
,客厅,音响,0,能否关闭客厅的音响好吗,4.0,5.0
,客厅,音响,0,可以关闭客厅的音响好吗,4.0,5.0
,客厅,音响,0,关闭客厅的音响，好吗,4.0,5.0
,客厅,音响,0,麻烦，关闭客厅的音响,4.0,5.0
,客厅,音响,0,能否关闭客厅的音响,4.0,5.0
,客厅,音响,0,请关闭客厅的音响,4.0,5.0
,客厅,音响,0,请，关闭客厅的音响,4.0,5.0
,客厅,音响,0,关闭客厅的音响，一下,4.0,5.0
,客厅,音响,0,帮我关闭客厅的音响一下,4.0,5.0
,客厅,音响,0,帮我关闭客厅的音响,4.0,5.0
,客厅,音响,0,关闭客厅的音响行吗,4.0,5.0
,客厅,音响,0,麻烦关闭客厅的音响行吗,4.0,5.0
,客厅,音响,0,能否，关闭客厅的音响,4.0,5.0
,客厅,音响,0,帮我，关闭客厅的音响,4.0,5.0
,客厅,音响,0,请关闭客厅的音响好吗,4.0,5.0
,客厅,音响,0,请关闭客厅的音响行吗,4.0,5.0
,客厅,音响,0,帮我关闭客厅的音响吗,4.0,5.0
,客厅,音响,0,关闭客厅的音响,4.0,5.0
,客厅,音响,0,可以关闭客厅的音响吗,4.0,5.0
,客厅,音响,0,能否关闭客厅的音响吗,4.0,5.0
,客厅,音响,0,麻烦关闭客厅的音响好吗,4.0,5.0
,客厅,音响,0,请关闭客厅的音响吗,4.0,5.0
,客厅,音响,0,可以关闭客厅的音响一下,4.0,5.0
,客厅,音响,0,帮我关闭客厅的音响好吗,4.0,5.0
,客厅,音响,0,能否关闭客厅的音响行吗,4.0,5.0
,客厅,音响,0,可以，关闭客厅的音响,4.0,5.0
,客厅,音响,0,关闭客厅的音响吗,4.0,5.0
,客厅,插座,1,请客厅的插座打开好吗,4.0,0.0
,客厅,插座,1,客厅的插座打开，行吗,4.0,0.0
,客厅,插座,1,可以客厅的插座打开,4.0,0.0
,客厅,插座,1,麻烦客厅的插座打开吗,4.0,0.0
,客厅,插座,1,客厅的插座打开吗,4.0,0.0
,客厅,插座,1,麻烦，客厅的插座打开,4.0,0.0
,客厅,插座,1,能否客厅的插座打开好吗,4.0,0.0
,客厅,插座,1,帮我客厅的插座打开行吗,4.0,0.0
,客厅,插座,1,客厅的插座打开，吗,4.0,0.0
,客厅,插座,1,帮我客厅的插座打开,4.0,0.0
,客厅,插座,1,客厅的插座打开,4.0,0.0
,客厅,插座,1,客厅的插座打开行吗,4.0,0.0
,客厅,插座,1,帮我客厅的插座打开一下,4.0,0.0
,客厅,插座,1,请，客厅的插座打开,4.0,0.0
,客厅,插座,1,麻烦客厅的插座打开好吗,4.0,0.0
,客厅,插座,1,请客厅的插座打开一下,4.0,0.0
,客厅,插座,1,客厅的插座打开，好吗,4.0,0.0
,客厅,插座,1,能否，客厅的插座打开,4.0,0.0
,客厅,插座,1,帮我客厅的插座打开好吗,4.0,0.0
,客厅,插座,1,请客厅的插座打开吗,4.0,0.0
,客厅,插座,1,客厅的插座打开好吗,4.0,0.0
,客厅,插座,1,帮我客厅的插座打开吗,4.0,0.0
,客厅,插座,1,请客厅的插座打开行吗,4.0,0.0
,客厅,插座,1,麻烦客厅的插座打开,4.0,0.0
,客厅,插座,1,请客厅的插座打开,4.0,0.0
,客厅,插座,1,可以客厅的插座打开吗,4.0,0.0
,客厅,插座,1,可以，客厅的插座打开,4.0,0.0
,客厅,插座,1,能否客厅的插座打开,4.0,0.0
,客厅,插座,1,能否客厅的插座打开吗,4.0,0.0
,客厅,插座,1,客厅的插座打开，一下,4.0,0.0
,客厅,插座,1,帮我，客厅的插座打开,4.0,0.0
,客厅,插座,1,麻烦客厅的插座打开一下,4.0,0.0
,客厅,插座,1,能否客厅的插座打开行吗,4.0,0.0
,客厅,插座,1,可以客厅的插座打开一下,4.0,0.0
,客厅,插座,1,客厅的插座打开一下,4.0,0.0
,客厅,插座,1,可以客厅的插座打开好吗,4.0,0.0
,客厅,插座,1,能否客厅的插座打开一下,4.0,0.0
,客厅,插座,1,可以客厅的插座打开行吗,4.0,0.0
