input_text,label
请卧室的窗帘打开一下,1
帮我，卧室的窗帘打开,1
能否卧室的窗帘打开好吗,1
麻烦卧室的窗帘打开好吗,1
卧室的窗帘打开，行吗,1
麻烦卧室的窗帘打开吗,1
帮我卧室的窗帘打开,1
可以，卧室的窗帘打开,1
麻烦，卧室的窗帘打开,1
可以卧室的窗帘打开行吗,1
卧室的窗帘打开一下,1
卧室的窗帘打开吗,1
卧室的窗帘打开，吗,1
卧室的窗帘打开，好吗,1
请卧室的窗帘打开吗,1
帮我卧室的窗帘打开一下,1
请卧室的窗帘打开行吗,1
能否卧室的窗帘打开吗,1
可以卧室的窗帘打开一下,1
能否卧室的窗帘打开一下,1
能否卧室的窗帘打开行吗,1
能否卧室的窗帘打开,1
麻烦卧室的窗帘打开,1
帮我卧室的窗帘打开行吗,1
可以卧室的窗帘打开,1
能否，卧室的窗帘打开,1
可以卧室的窗帘打开好吗,1
麻烦卧室的窗帘打开行吗,1
请卧室的窗帘打开,1
帮我卧室的窗帘打开好吗,1
可以卧室的窗帘打开吗,1
麻烦卧室的窗帘打开一下,1
请卧室的窗帘打开好吗,1
请，卧室的窗帘打开,1
帮我卧室的窗帘打开吗,1
卧室的窗帘打开行吗,1
打开卧室的窗帘,1
打开卧室的窗帘行吗,1
可以打开卧室的窗帘一下,1
请打开卧室的窗帘行吗,1
请打开卧室的窗帘一下,1
可以打开卧室的窗帘吗,1
能否打开卧室的窗帘,1
麻烦打开卧室的窗帘吗,1
可以打开卧室的窗帘好吗,1
请打开卧室的窗帘,1
麻烦打开卧室的窗帘好吗,1
打开卧室的窗帘一下,1
麻烦，打开卧室的窗帘,1
可以打开卧室的窗帘行吗,1
请打开卧室的窗帘吗,1
帮我，打开卧室的窗帘,1
能否打开卧室的窗帘好吗,1
帮我打开卧室的窗帘,1
打开卧室的窗帘，一下,1
打开卧室的窗帘，吗,1
麻烦打开卧室的窗帘行吗,1
帮我打开卧室的窗帘好吗,1
能否打开卧室的窗帘吗,1
能否，打开卧室的窗帘,1
打开卧室的窗帘吗,1
请，打开卧室的窗帘,1
可以打开卧室的窗帘,1
请打开卧室的窗帘好吗,1
帮我打开卧室的窗帘吗,1
帮我打开卧室的窗帘行吗,1
麻烦打开卧室的窗帘一下,1
能否打开卧室的窗帘行吗,1
可以，打开卧室的窗帘,1
打开卧室的窗帘，行吗,1
能否打开卧室的窗帘一下,1
打开卧室的窗帘，好吗,1
打开卧室的窗帘好吗,1
麻烦打开卧室的窗帘,1
帮我打开卧室的窗帘一下,1
卧室的窗帘关闭,1
能否，卧室的窗帘关闭,1
能否卧室的窗帘关闭一下,1
麻烦卧室的窗帘关闭行吗,1
可以卧室的窗帘关闭,1
能否卧室的窗帘关闭行吗,1
可以卧室的窗帘关闭好吗,1
卧室的窗帘关闭，好吗,1
麻烦卧室的窗帘关闭好吗,1
帮我卧室的窗帘关闭好吗,1
帮我，卧室的窗帘关闭,1
可以卧室的窗帘关闭吗,1
能否卧室的窗帘关闭好吗,1
帮我卧室的窗帘关闭行吗,1
卧室的窗帘关闭，吗,1
麻烦卧室的窗帘关闭,1
请卧室的窗帘关闭吗,1
帮我卧室的窗帘关闭吗,1
帮我卧室的窗帘关闭一下,1
请卧室的窗帘关闭好吗,1
卧室的窗帘关闭好吗,1
卧室的窗帘关闭，行吗,1
卧室的窗帘关闭行吗,1
卧室的窗帘关闭，一下,1
请，卧室的窗帘关闭,1
帮我卧室的窗帘关闭,1
能否卧室的窗帘关闭,1
可以卧室的窗帘关闭行吗,1
请卧室的窗帘关闭行吗,1
可以卧室的窗帘关闭一下,1
麻烦，卧室的窗帘关闭,1
请卧室的窗帘关闭一下,1
能否卧室的窗帘关闭吗,1
可以，卧室的窗帘关闭,1
请卧室的窗帘关闭,1
卧室的窗帘关闭一下,1
麻烦卧室的窗帘关闭一下,1
麻烦卧室的窗帘关闭吗,1
卧室的窗帘关闭吗,1
关闭卧室的窗帘,1
可以关闭卧室的窗帘,1
帮我关闭卧室的窗帘好吗,1
帮我关闭卧室的窗帘行吗,1
帮我，关闭卧室的窗帘,1
能否关闭卧室的窗帘一下,1
能否关闭卧室的窗帘,1
麻烦关闭卧室的窗帘好吗,1
帮我关闭卧室的窗帘一下,1
可以关闭卧室的窗帘一下,1
请关闭卧室的窗帘行吗,1
关闭卧室的窗帘，一下,1
请关闭卧室的窗帘好吗,1
麻烦关闭卧室的窗帘行吗,1
关闭卧室的窗帘吗,1
能否关闭卧室的窗帘吗,1
请关闭卧室的窗帘,1
能否关闭卧室的窗帘好吗,1
麻烦关闭卧室的窗帘一下,1
麻烦关闭卧室的窗帘吗,1
请关闭卧室的窗帘吗,1
关闭卧室的窗帘，好吗,1
可以关闭卧室的窗帘好吗,1
关闭卧室的窗帘好吗,1
麻烦关闭卧室的窗帘,1
可以，关闭卧室的窗帘,1
帮我关闭卧室的窗帘,1
请关闭卧室的窗帘一下,1
请，关闭卧室的窗帘,1
帮我关闭卧室的窗帘吗,1
关闭卧室的窗帘，行吗,1
可以关闭卧室的窗帘行吗,1
可以关闭卧室的窗帘吗,1
能否关闭卧室的窗帘行吗,1
麻烦，关闭卧室的窗帘,1
关闭卧室的窗帘行吗,1
关闭卧室的窗帘一下,1
能否，关闭卧室的窗帘,1
关闭卧室的窗帘，吗,1
卧室的风扇打开,1
可以卧室的风扇打开好吗,1
请，卧室的风扇打开,1
卧室的风扇打开行吗,1
帮我卧室的风扇打开一下,1
麻烦卧室的风扇打开吗,1
麻烦卧室的风扇打开一下,1
能否，卧室的风扇打开,1
麻烦卧室的风扇打开行吗,1
卧室的风扇打开，好吗,1
请卧室的风扇打开好吗,1
卧室的风扇打开，吗,1
帮我卧室的风扇打开,1
能否卧室的风扇打开好吗,1
卧室的风扇打开吗,1
请卧室的风扇打开,1
可以卧室的风扇打开,1
能否卧室的风扇打开吗,1
麻烦，卧室的风扇打开,1
可以卧室的风扇打开一下,1
卧室的风扇打开，一下,1
请卧室的风扇打开行吗,1
能否卧室的风扇打开,1
卧室的风扇打开一下,1
麻烦卧室的风扇打开好吗,1
能否卧室的风扇打开行吗,1
请卧室的风扇打开一下,1
帮我卧室的风扇打开吗,1
麻烦卧室的风扇打开,1
卧室的风扇打开，行吗,1
卧室的风扇打开好吗,1
帮我，卧室的风扇打开,1
帮我卧室的风扇打开好吗,1
可以卧室的风扇打开行吗,1
帮我卧室的风扇打开行吗,1
能否卧室的风扇打开一下,1
可以卧室的风扇打开吗,1
请卧室的风扇打开吗,1
可以，卧室的风扇打开,1
打开卧室的风扇,1
麻烦打开卧室的风扇,1
请打开卧室的风扇好吗,1
帮我打开卧室的风扇行吗,1
能否打开卧室的风扇吗,1
麻烦打开卧室的风扇吗,1
请打开卧室的风扇,1
打开卧室的风扇，好吗,1
麻烦打开卧室的风扇行吗,1
请打开卧室的风扇行吗,1
能否打开卧室的风扇,1
帮我打开卧室的风扇好吗,1
能否打开卧室的风扇好吗,1
请打开卧室的风扇一下,1
可以打开卧室的风扇一下,1
可以打开卧室的风扇吗,1
可以打开卧室的风扇好吗,1
能否打开卧室的风扇行吗,1
帮我打开卧室的风扇一下,1
打开卧室的风扇一下,1
请打开卧室的风扇吗,1
打开卧室的风扇，一下,1
帮我打开卧室的风扇吗,1
麻烦打开卧室的风扇好吗,1
能否打开卧室的风扇一下,1
帮我打开卧室的风扇,1
麻烦，打开卧室的风扇,1
可以，打开卧室的风扇,1
打开卧室的风扇行吗,1
打开卧室的风扇好吗,1
打开卧室的风扇，行吗,1
请，打开卧室的风扇,1
打开卧室的风扇吗,1
打开卧室的风扇，吗,1
可以打开卧室的风扇,1
麻烦打开卧室的风扇一下,1
能否，打开卧室的风扇,1
帮我，打开卧室的风扇,1
可以打开卧室的风扇行吗,1
卧室的风扇关闭,1
卧室的风扇关闭，行吗,1
可以卧室的风扇关闭一下,1
麻烦，卧室的风扇关闭,1
卧室的风扇关闭好吗,1
卧室的风扇关闭吗,1
帮我卧室的风扇关闭行吗,1
可以卧室的风扇关闭行吗,1
帮我，卧室的风扇关闭,1
请卧室的风扇关闭行吗,1
麻烦卧室的风扇关闭好吗,1
能否卧室的风扇关闭行吗,1
卧室的风扇关闭，好吗,1
请卧室的风扇关闭吗,1
能否，卧室的风扇关闭,1
请，卧室的风扇关闭,1
麻烦卧室的风扇关闭行吗,1
能否卧室的风扇关闭,1
帮我卧室的风扇关闭好吗,1
可以，卧室的风扇关闭,1
能否卧室的风扇关闭吗,1
可以卧室的风扇关闭,1
卧室的风扇关闭，吗,1
请卧室的风扇关闭好吗,1
请卧室的风扇关闭一下,1
卧室的风扇关闭一下,1
卧室的风扇关闭，一下,1
能否卧室的风扇关闭一下,1
帮我卧室的风扇关闭一下,1
帮我卧室的风扇关闭吗,1
能否卧室的风扇关闭好吗,1
麻烦卧室的风扇关闭吗,1
可以卧室的风扇关闭吗,1
帮我卧室的风扇关闭,1
请卧室的风扇关闭,1
麻烦卧室的风扇关闭一下,1
卧室的风扇关闭行吗,1
可以卧室的风扇关闭好吗,1
麻烦卧室的风扇关闭,1
关闭卧室的风扇,1
麻烦关闭卧室的风扇,1
能否，关闭卧室的风扇,1
能否关闭卧室的风扇好吗,1
关闭卧室的风扇，吗,1
可以关闭卧室的风扇一下,1
关闭卧室的风扇，好吗,1
麻烦关闭卧室的风扇好吗,1
能否关闭卧室的风扇吗,1
关闭卧室的风扇吗,1
能否关闭卧室的风扇一下,1
关闭卧室的风扇一下,1
帮我关闭卧室的风扇吗,1
能否关闭卧室的风扇,1
麻烦关闭卧室的风扇一下,1
关闭卧室的风扇行吗,1
帮我关闭卧室的风扇行吗,1
帮我关闭卧室的风扇一下,1
请，关闭卧室的风扇,1
关闭卧室的风扇，一下,1
请关闭卧室的风扇一下,1
关闭卧室的风扇，行吗,1
请关闭卧室的风扇行吗,1
请关闭卧室的风扇,1
请关闭卧室的风扇吗,1
可以，关闭卧室的风扇,1
请关闭卧室的风扇好吗,1
麻烦关闭卧室的风扇行吗,1
可以关闭卧室的风扇,1
可以关闭卧室的风扇吗,1
帮我，关闭卧室的风扇,1
帮我关闭卧室的风扇好吗,1
能否关闭卧室的风扇行吗,1
关闭卧室的风扇好吗,1
麻烦，关闭卧室的风扇,1
麻烦关闭卧室的风扇吗,1
可以关闭卧室的风扇行吗,1
帮我关闭卧室的风扇,1
可以关闭卧室的风扇好吗,1
卧室的音响打开,1
能否卧室的音响打开吗,1
请卧室的音响打开好吗,1
帮我卧室的音响打开好吗,1
卧室的音响打开，吗,1
请卧室的音响打开吗,1
卧室的音响打开行吗,1
能否卧室的音响打开一下,1
帮我，卧室的音响打开,1
麻烦卧室的音响打开,1
麻烦卧室的音响打开吗,1
帮我卧室的音响打开行吗,1
麻烦卧室的音响打开好吗,1
卧室的音响打开好吗,1
帮我卧室的音响打开一下,1
能否，卧室的音响打开,1
帮我卧室的音响打开,1
卧室的音响打开一下,1
可以卧室的音响打开吗,1
麻烦，卧室的音响打开,1
请卧室的音响打开一下,1
可以卧室的音响打开一下,1
可以卧室的音响打开,1
麻烦卧室的音响打开行吗,1
卧室的音响打开吗,1
能否卧室的音响打开好吗,1
可以卧室的音响打开行吗,1
卧室的音响打开，一下,1
能否卧室的音响打开行吗,1
能否卧室的音响打开,1
可以，卧室的音响打开,1
帮我卧室的音响打开吗,1
请卧室的音响打开行吗,1
可以卧室的音响打开好吗,1
卧室的音响打开，行吗,1
麻烦卧室的音响打开一下,1
卧室的音响打开，好吗,1
请，卧室的音响打开,1
请卧室的音响打开,1
打开卧室的音响,1
打开卧室的音响好吗,1
打开卧室的音响吗,1
打开卧室的音响，行吗,1
打开卧室的音响，一下,1
帮我打开卧室的音响好吗,1
能否打开卧室的音响吗,1
可以打开卧室的音响好吗,1
打开卧室的音响，吗,1
麻烦打开卧室的音响一下,1
能否打开卧室的音响行吗,1
麻烦打开卧室的音响,1
请打开卧室的音响,1
可以打开卧室的音响,1
打开卧室的音响一下,1
帮我打开卧室的音响吗,1
能否，打开卧室的音响,1
麻烦，打开卧室的音响,1
打开卧室的音响行吗,1
帮我打开卧室的音响行吗,1
麻烦打开卧室的音响吗,1
可以，打开卧室的音响,1
麻烦打开卧室的音响好吗,1
能否打开卧室的音响一下,1
请，打开卧室的音响,1
帮我，打开卧室的音响,1
请打开卧室的音响行吗,1
帮我打开卧室的音响一下,1
麻烦打开卧室的音响行吗,1
可以打开卧室的音响一下,1
能否打开卧室的音响好吗,1
请打开卧室的音响好吗,1
请打开卧室的音响一下,1
可以打开卧室的音响吗,1
打开卧室的音响，好吗,1
帮我打开卧室的音响,1
请打开卧室的音响吗,1
能否打开卧室的音响,1
可以打开卧室的音响行吗,1
卧室的音响关闭,1
可以卧室的音响关闭,1
卧室的音响关闭好吗,1
帮我卧室的音响关闭好吗,1
帮我卧室的音响关闭一下,1
可以卧室的音响关闭一下,1
卧室的音响关闭，好吗,1
请卧室的音响关闭行吗,1
请卧室的音响关闭好吗,1
可以卧室的音响关闭行吗,1
麻烦卧室的音响关闭,1
能否卧室的音响关闭一下,1
卧室的音响关闭一下,1
请卧室的音响关闭吗,1
能否卧室的音响关闭,1
可以卧室的音响关闭好吗,1
麻烦卧室的音响关闭行吗,1
帮我，卧室的音响关闭,1
可以卧室的音响关闭吗,1
能否卧室的音响关闭吗,1
请，卧室的音响关闭,1
卧室的音响关闭，吗,1
麻烦卧室的音响关闭吗,1
麻烦，卧室的音响关闭,1
帮我卧室的音响关闭,1
能否，卧室的音响关闭,1
麻烦卧室的音响关闭好吗,1
能否卧室的音响关闭好吗,1
能否卧室的音响关闭行吗,1
麻烦卧室的音响关闭一下,1
请卧室的音响关闭,1
卧室的音响关闭，一下,1
帮我卧室的音响关闭吗,1
卧室的音响关闭吗,1
请卧室的音响关闭一下,1
可以，卧室的音响关闭,1
卧室的音响关闭行吗,1
卧室的音响关闭，行吗,1
帮我卧室的音响关闭行吗,1
关闭卧室的音响,1
能否关闭卧室的音响吗,1
麻烦，关闭卧室的音响,1
关闭卧室的音响，行吗,1
关闭卧室的音响，好吗,1
关闭卧室的音响吗,1
麻烦关闭卧室的音响,1
帮我关闭卧室的音响好吗,1
关闭卧室的音响一下,1
关闭卧室的音响行吗,1
关闭卧室的音响，一下,1
帮我关闭卧室的音响,1
能否关闭卧室的音响,1
能否关闭卧室的音响一下,1
请关闭卧室的音响一下,1
可以关闭卧室的音响行吗,1
关闭卧室的音响，吗,1
请关闭卧室的音响吗,1
请，关闭卧室的音响,1
麻烦关闭卧室的音响吗,1
可以关闭卧室的音响一下,1
请关闭卧室的音响,1
帮我关闭卧室的音响吗,1
帮我关闭卧室的音响行吗,1
可以关闭卧室的音响吗,1
可以关闭卧室的音响,1
麻烦关闭卧室的音响一下,1
可以关闭卧室的音响好吗,1
麻烦关闭卧室的音响好吗,1
关闭卧室的音响好吗,1
能否关闭卧室的音响行吗,1
帮我，关闭卧室的音响,1
帮我关闭卧室的音响一下,1
请关闭卧室的音响行吗,1
请关闭卧室的音响好吗,1
能否关闭卧室的音响好吗,1
能否，关闭卧室的音响,1
可以，关闭卧室的音响,1
麻烦关闭卧室的音响行吗,1
卧室的插座打开,1
帮我卧室的插座打开,1
能否卧室的插座打开一下,1
能否卧室的插座打开吗,1
可以卧室的插座打开吗,1
能否，卧室的插座打开,1
帮我卧室的插座打开吗,1
请卧室的插座打开行吗,1
请卧室的插座打开,1
卧室的插座打开行吗,1
可以，卧室的插座打开,1
帮我卧室的插座打开好吗,1
可以卧室的插座打开一下,1
卧室的插座打开一下,1
能否卧室的插座打开,1
卧室的插座打开吗,1
请卧室的插座打开一下,1
卧室的插座打开，好吗,1
卧室的插座打开，吗,1
请卧室的插座打开吗,1
麻烦卧室的插座打开好吗,1
麻烦卧室的插座打开,1
麻烦，卧室的插座打开,1
可以卧室的插座打开行吗,1
帮我卧室的插座打开行吗,1
卧室的插座打开，一下,1
帮我卧室的插座打开一下,1
可以卧室的插座打开好吗,1
麻烦卧室的插座打开吗,1
卧室的插座打开，行吗,1
麻烦卧室的插座打开一下,1
帮我，卧室的插座打开,1
可以卧室的插座打开,1
请卧室的插座打开好吗,1
能否卧室的插座打开好吗,1
卧室的插座打开好吗,1
能否卧室的插座打开行吗,1
请，卧室的插座打开,1
麻烦卧室的插座打开行吗,1
打开卧室的插座,1
能否打开卧室的插座一下,1
能否打开卧室的插座好吗,1
麻烦打开卧室的插座行吗,1
请打开卧室的插座一下,1
可以打开卧室的插座好吗,1
请打开卧室的插座吗,1
帮我，打开卧室的插座,1
打开卧室的插座，吗,1
请打开卧室的插座好吗,1
能否打开卧室的插座行吗,1
可以打开卧室的插座一下,1
麻烦打开卧室的插座一下,1
能否，打开卧室的插座,1
帮我打开卧室的插座一下,1
打开卧室的插座，好吗,1
打开卧室的插座行吗,1
麻烦打开卧室的插座吗,1
帮我打开卧室的插座行吗,1
请，打开卧室的插座,1
打开卧室的插座好吗,1
请打开卧室的插座行吗,1
能否打开卧室的插座吗,1
能否打开卧室的插座,1
打开卧室的插座，一下,1
麻烦打开卧室的插座好吗,1
帮我打开卧室的插座,1
可以，打开卧室的插座,1
打开卧室的插座一下,1
麻烦，打开卧室的插座,1
打开卧室的插座，行吗,1
帮我打开卧室的插座吗,1
可以打开卧室的插座吗,1
请打开卧室的插座,1
麻烦打开卧室的插座,1
可以打开卧室的插座行吗,1
可以打开卧室的插座,1
帮我打开卧室的插座好吗,1
打开卧室的插座吗,1
卧室的插座关闭,1
麻烦卧室的插座关闭行吗,1
帮我卧室的插座关闭好吗,1
请卧室的插座关闭一下,1
可以卧室的插座关闭行吗,1
帮我卧室的插座关闭,1
请卧室的插座关闭好吗,1
可以，卧室的插座关闭,1
帮我，卧室的插座关闭,1
帮我卧室的插座关闭一下,1
能否卧室的插座关闭吗,1
帮我卧室的插座关闭吗,1
麻烦卧室的插座关闭一下,1
能否卧室的插座关闭行吗,1
可以卧室的插座关闭一下,1
帮我卧室的插座关闭行吗,1
卧室的插座关闭吗,1
请卧室的插座关闭,1
麻烦，卧室的插座关闭,1
卧室的插座关闭好吗,1
能否卧室的插座关闭好吗,1
卧室的插座关闭，吗,1
卧室的插座关闭一下,1
麻烦卧室的插座关闭好吗,1
卧室的插座关闭行吗,1
麻烦卧室的插座关闭,1
请，卧室的插座关闭,1
卧室的插座关闭，一下,1
能否，卧室的插座关闭,1
请卧室的插座关闭吗,1
可以卧室的插座关闭吗,1
麻烦卧室的插座关闭吗,1
能否卧室的插座关闭,1
请卧室的插座关闭行吗,1
卧室的插座关闭，好吗,1
可以卧室的插座关闭好吗,1
可以卧室的插座关闭,1
能否卧室的插座关闭一下,1
卧室的插座关闭，行吗,1
关闭卧室的插座,1
帮我，关闭卧室的插座,1
能否，关闭卧室的插座,1
麻烦关闭卧室的插座行吗,1
可以关闭卧室的插座,1
帮我关闭卧室的插座好吗,1
能否关闭卧室的插座吗,1
能否关闭卧室的插座行吗,1
帮我关闭卧室的插座一下,1
请关闭卧室的插座行吗,1
可以关闭卧室的插座行吗,1
帮我关闭卧室的插座行吗,1
能否关闭卧室的插座,1
关闭卧室的插座，吗,1
关闭卧室的插座，好吗,1
麻烦关闭卧室的插座一下,1
可以关闭卧室的插座好吗,1
请关闭卧室的插座好吗,1
关闭卧室的插座行吗,1
帮我关闭卧室的插座吗,1
能否关闭卧室的插座一下,1
可以，关闭卧室的插座,1
请关闭卧室的插座,1
请，关闭卧室的插座,1
麻烦关闭卧室的插座好吗,1
麻烦关闭卧室的插座,1
麻烦关闭卧室的插座吗,1
关闭卧室的插座好吗,1
可以关闭卧室的插座一下,1
关闭卧室的插座，一下,1
请关闭卧室的插座一下,1
请关闭卧室的插座吗,1
麻烦，关闭卧室的插座,1
关闭卧室的插座一下,1
关闭卧室的插座，行吗,1
能否关闭卧室的插座好吗,1
可以关闭卧室的插座吗,1
关闭卧室的插座吗,1
帮我关闭卧室的插座,1
客厅的灯打开,1
请客厅的灯打开行吗,1
麻烦客厅的灯打开好吗,1
帮我，客厅的灯打开,1
能否客厅的灯打开一下,1
可以客厅的灯打开好吗,1
帮我客厅的灯打开一下,1
可以客厅的灯打开行吗,1
帮我客厅的灯打开,1
能否客厅的灯打开,1
麻烦，客厅的灯打开,1
请客厅的灯打开一下,1
可以客厅的灯打开,1
请客厅的灯打开吗,1
能否客厅的灯打开行吗,1
麻烦客厅的灯打开,1
客厅的灯打开行吗,1
客厅的灯打开好吗,1
能否，客厅的灯打开,1
能否客厅的灯打开好吗,1
麻烦客厅的灯打开一下,1
客厅的灯打开，好吗,1
帮我客厅的灯打开好吗,1
请客厅的灯打开好吗,1
帮我客厅的灯打开行吗,1
麻烦客厅的灯打开行吗,1
客厅的灯打开一下,1
能否客厅的灯打开吗,1
客厅的灯打开，行吗,1
请，客厅的灯打开,1
客厅的灯打开吗,1
麻烦客厅的灯打开吗,1
帮我客厅的灯打开吗,1
可以客厅的灯打开一下,1
客厅的灯打开，吗,1
请客厅的灯打开,1
可以，客厅的灯打开,1
可以客厅的灯打开吗,1
客厅的灯打开，一下,1
打开客厅的灯,1
麻烦打开客厅的灯好吗,1
请，打开客厅的灯,1
帮我打开客厅的灯一下,1
请打开客厅的灯,1
能否，打开客厅的灯,1
打开客厅的灯，一下,1
可以打开客厅的灯好吗,1
麻烦，打开客厅的灯,1
帮我，打开客厅的灯,1
请打开客厅的灯吗,1
麻烦打开客厅的灯吗,1
帮我打开客厅的灯行吗,1
打开客厅的灯行吗,1
可以打开客厅的灯一下,1
打开客厅的灯吗,1
可以，打开客厅的灯,1
请打开客厅的灯行吗,1
打开客厅的灯，好吗,1
打开客厅的灯好吗,1
能否打开客厅的灯,1
麻烦打开客厅的灯,1
麻烦打开客厅的灯一下,1
能否打开客厅的灯吗,1
请打开客厅的灯一下,1
可以打开客厅的灯行吗,1
请打开客厅的灯好吗,1
打开客厅的灯一下,1
能否打开客厅的灯一下,1
可以打开客厅的灯吗,1
能否打开客厅的灯好吗,1
能否打开客厅的灯行吗,1
打开客厅的灯，行吗,1
帮我打开客厅的灯吗,1
可以打开客厅的灯,1
麻烦打开客厅的灯行吗,1
帮我打开客厅的灯好吗,1
帮我打开客厅的灯,1
打开客厅的灯，吗,1
客厅的灯关闭,1
可以客厅的灯关闭好吗,1
客厅的灯关闭，一下,1
能否客厅的灯关闭好吗,1
麻烦客厅的灯关闭吗,1
请客厅的灯关闭吗,1
麻烦客厅的灯关闭一下,1
帮我客厅的灯关闭一下,1
请客厅的灯关闭行吗,1
帮我客厅的灯关闭行吗,1
请，客厅的灯关闭,1
能否客厅的灯关闭,1
请客厅的灯关闭,1
请客厅的灯关闭好吗,1
请客厅的灯关闭一下,1
能否客厅的灯关闭一下,1
帮我客厅的灯关闭吗,1
客厅的灯关闭好吗,1
麻烦客厅的灯关闭行吗,1
可以客厅的灯关闭吗,1
麻烦客厅的灯关闭,1
帮我客厅的灯关闭好吗,1
客厅的灯关闭，吗,1
可以，客厅的灯关闭,1
帮我，客厅的灯关闭,1
能否，客厅的灯关闭,1
可以客厅的灯关闭行吗,1
能否客厅的灯关闭行吗,1
客厅的灯关闭吗,1
客厅的灯关闭行吗,1
帮我客厅的灯关闭,1
客厅的灯关闭，好吗,1
可以客厅的灯关闭一下,1
客厅的灯关闭一下,1
可以客厅的灯关闭,1
能否客厅的灯关闭吗,1
客厅的灯关闭，行吗,1
麻烦客厅的灯关闭好吗,1
麻烦，客厅的灯关闭,1
关闭客厅的灯,1
麻烦关闭客厅的灯,1
能否关闭客厅的灯吗,1
关闭客厅的灯，吗,1
关闭客厅的灯，一下,1
关闭客厅的灯行吗,1
关闭客厅的灯好吗,1
麻烦，关闭客厅的灯,1
能否，关闭客厅的灯,1
帮我关闭客厅的灯一下,1
帮我关闭客厅的灯好吗,1
麻烦关闭客厅的灯行吗,1
帮我，关闭客厅的灯,1
能否关闭客厅的灯行吗,1
可以关闭客厅的灯吗,1
可以，关闭客厅的灯,1
请，关闭客厅的灯,1
帮我关闭客厅的灯,1
请关闭客厅的灯行吗,1
帮我关闭客厅的灯吗,1
可以关闭客厅的灯一下,1
可以关闭客厅的灯行吗,1
能否关闭客厅的灯,1
麻烦关闭客厅的灯好吗,1
请关闭客厅的灯好吗,1
请关闭客厅的灯一下,1
可以关闭客厅的灯好吗,1
能否关闭客厅的灯一下,1
关闭客厅的灯吗,1
关闭客厅的灯，行吗,1
帮我关闭客厅的灯行吗,1
关闭客厅的灯，好吗,1
麻烦关闭客厅的灯一下,1
关闭客厅的灯一下,1
麻烦关闭客厅的灯吗,1
能否关闭客厅的灯好吗,1
可以关闭客厅的灯,1
请关闭客厅的灯,1
请关闭客厅的灯吗,1
客厅的空调打开,1
能否客厅的空调打开,1
可以客厅的空调打开好吗,1
客厅的空调打开行吗,1
客厅的空调打开，好吗,1
请客厅的空调打开好吗,1
客厅的空调打开，一下,1
能否客厅的空调打开行吗,1
帮我客厅的空调打开,1
请客厅的空调打开行吗,1
可以客厅的空调打开,1
麻烦客厅的空调打开一下,1
客厅的空调打开，吗,1
帮我客厅的空调打开好吗,1
麻烦，客厅的空调打开,1
麻烦客厅的空调打开,1
客厅的空调打开好吗,1
可以，客厅的空调打开,1
能否客厅的空调打开一下,1
请客厅的空调打开吗,1
可以客厅的空调打开吗,1
客厅的空调打开一下,1
麻烦客厅的空调打开行吗,1
麻烦客厅的空调打开好吗,1
能否，客厅的空调打开,1
客厅的空调打开吗,1
请客厅的空调打开一下,1
请客厅的空调打开,1
请，客厅的空调打开,1
麻烦客厅的空调打开吗,1
帮我客厅的空调打开吗,1
帮我客厅的空调打开一下,1
帮我，客厅的空调打开,1
可以客厅的空调打开一下,1
帮我客厅的空调打开行吗,1
可以客厅的空调打开行吗,1
能否客厅的空调打开吗,1
客厅的空调打开，行吗,1
能否客厅的空调打开好吗,1
打开客厅的空调,1
打开客厅的空调吗,1
能否打开客厅的空调行吗,1
麻烦打开客厅的空调好吗,1
可以，打开客厅的空调,1
可以打开客厅的空调一下,1
打开客厅的空调行吗,1
可以打开客厅的空调好吗,1
能否打开客厅的空调一下,1
可以打开客厅的空调行吗,1
可以打开客厅的空调,1
可以打开客厅的空调吗,1
打开客厅的空调，一下,1
能否打开客厅的空调,1
打开客厅的空调，行吗,1
能否，打开客厅的空调,1
麻烦打开客厅的空调,1
帮我打开客厅的空调,1
能否打开客厅的空调好吗,1
请打开客厅的空调一下,1
麻烦，打开客厅的空调,1
打开客厅的空调，好吗,1
麻烦打开客厅的空调吗,1
帮我打开客厅的空调好吗,1
打开客厅的空调一下,1
请打开客厅的空调好吗,1
帮我打开客厅的空调行吗,1
请打开客厅的空调,1
请打开客厅的空调行吗,1
打开客厅的空调，吗,1
帮我打开客厅的空调吗,1
请打开客厅的空调吗,1
打开客厅的空调好吗,1
帮我，打开客厅的空调,1
帮我打开客厅的空调一下,1
能否打开客厅的空调吗,1
麻烦打开客厅的空调行吗,1
麻烦打开客厅的空调一下,1
请，打开客厅的空调,1
客厅的空调关闭,1
麻烦客厅的空调关闭行吗,1
麻烦客厅的空调关闭好吗,1
帮我，客厅的空调关闭,1
帮我客厅的空调关闭一下,1
帮我客厅的空调关闭吗,1
能否客厅的空调关闭吗,1
能否客厅的空调关闭,1
客厅的空调关闭吗,1
客厅的空调关闭，行吗,1
可以客厅的空调关闭行吗,1
请客厅的空调关闭一下,1
客厅的空调关闭好吗,1
请，客厅的空调关闭,1
麻烦客厅的空调关闭吗,1
能否，客厅的空调关闭,1
客厅的空调关闭行吗,1
客厅的空调关闭，吗,1
请客厅的空调关闭行吗,1
客厅的空调关闭，好吗,1
可以客厅的空调关闭一下,1
请客厅的空调关闭,1
客厅的空调关闭一下,1
可以，客厅的空调关闭,1
帮我客厅的空调关闭,1
可以客厅的空调关闭吗,1
